Timestamp	Species---SequenceName	Type of dormancy	Life stage	Organ/tissue/cell type that is/are used for analysis	Expression level 	Level of fold change (if applicable)	Methodology used for the expression analysis.	DOI	URL	SPECIAL NOTES (p.e. larvae were exposed to low/high temperatures during diapause; expression in comparison to winter or summer diapause etc.)	Who typed in the data	Gender	Who typed in the data
1/14/2016 11:44:48	Culex pipiens pipiens---acetyl-CoA carboxylase (ACC) mRNA	diapause	adult/imago	whole body	up	4.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/14/2016 11:49:32	Culex pipiens pipiens---acetyl-CoA carboxylase (ACC) mRNA	diapause	adult/imago	whole body	stable	-7.9 (6.7)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/14/2016 12:14:44	Culex pipiens pipiens---acetyl-CoA synthetase (ACS) mRNA	diapause	adult/imago	whole body	stable	1.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/14/2016 12:15:28	Culex pipiens pipiens---acetyl-CoA synthetase (ACS) mRNA	diapause	adult/imago	whole body	up	6.7	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/14/2016 12:17:47	Culex pipiens pipiens---acetyl-CoA synthetase (ACS) mRNA	diapause	adult/imago	whole body	up	3	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/21/2016 12:38:54	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-1) mRNA	diapause	adult/imago	whole body	stable	2.2 (0.5)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 12:39:45	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-1) mRNA	diapause	adult/imago	whole body	stable	2.4 (0.6)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/21/2016 12:40:39	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-1) mRNA	diapause	adult/imago	whole body	stable	1.9 (0.5)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/21/2016 12:42:39	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-2) mRNA	diapause	adult/imago	whole body	down	5	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 12:42:57	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-2) mRNA	diapause	adult/imago	whole body	up	3.5	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/21/2016 12:46:33	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-2) mRNA	diapause	adult/imago	whole body	up	3.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/21/2016 14:22:17	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-4) mRNA	diapause	adult/imago	whole body	down	52 (33.0)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 14:24:19	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-4) mRNA	diapause	adult/imago	whole body	down	2.2 (0.4)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/21/2016 14:25:08	Culex pipiens pipiens---acyl-CoA dehydrogenase (ACD-4) mRNA	diapause	adult/imago	whole body	stable	0.8	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/28/2016 11:24:36	Culex pipiens pipiens---acyl-CoA delta (11)-desaturase-like (FAD-3) mRNA	diapause	adult/imago	whole body	down	7.5	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/28/2016 11:25:23	Culex pipiens pipiens---acyl-CoA delta (11)-desaturase-like (FAD-3) mRNA	diapause	adult/imago	whole body	stable	1.8	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/28/2016 11:26:10	Culex pipiens pipiens---acyl-CoA delta (11)-desaturase-like (FAD-3) mRNA	diapause	adult/imago	whole body	up	2.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
12/10/2015 12:26:42	Culex pipiens pipiens---beta-actin mRNA	diapause	adult/imago	whole body	up		N Blot	doi: 10.1016/j.jinsphys.2006.09.007	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1839883/	diapausing mosquitoes were also exposed to low temperature	Iva	female	
1/23/2016 15:43:19	Culex pipiens pipiens---beta-ketoacyl-CoA thiolase (BK-1) mRNA	diapause	adult/imago	whole body	down	3	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/23/2016 15:44:18	Culex pipiens pipiens---beta-ketoacyl-CoA thiolase (BK-1) mRNA	diapause	adult/imago	whole body	up	2.7	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/23/2016 15:45:01	Culex pipiens pipiens---beta-ketoacyl-CoA thiolase (BK-1) mRNA	diapause	adult/imago	whole body	up	2.9	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/23/2016 15:47:32	Culex pipiens pipiens---beta-ketoacyl-CoA thiolase (BK-2) mRNA	diapause	adult/imago	whole body	down	3.9	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/23/2016 15:48:22	Culex pipiens pipiens---beta-ketoacyl-CoA thiolase (BK-2) mRNA	diapause	adult/imago	whole body	up	3.8	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/23/2016 15:49:48	Culex pipiens pipiens---beta-ketoacyl-CoA thiolase (BK-2) mRNA	diapause	adult/imago	whole body	up	3	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/19/2016 16:32:10	Culex pipiens pipiens---carnitine O-acetyltransferase (CPT-3) mRNA	diapause	adult/imago	whole body	stable	1.3	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/19/2016 16:33:05	Culex pipiens pipiens---carnitine O-acetyltransferase (CPT-3) mRNA	diapause	adult/imago	whole body	up	4.5	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/19/2016 16:33:56	Culex pipiens pipiens---carnitine O-acetyltransferase (CPT-3) mRNA	diapause	adult/imago	whole body	stable	1.7	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/14/2016 12:19:44	Culex pipiens pipiens---carnitine O-octanoyltransferase (CPT-1) mRNA	diapause	adult/imago	whole body	stable	1.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/14/2016 12:20:22	Culex pipiens pipiens---carnitine O-octanoyltransferase (CPT-1) mRNA	diapause	adult/imago	whole body	up	5.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/14/2016 12:21:11	Culex pipiens pipiens---carnitine O-octanoyltransferase (CPT-1) mRNA	diapause	adult/imago	whole body	stable	4.1 (2.0)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/19/2016 16:24:15	Culex pipiens pipiens---carnitine O-palmitoyltransferase (CPT-2) mRNA	diapause	adult/imago	whole body	down	-111.9 (98.0)	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/19/2016 16:27:14	Culex pipiens pipiens---carnitine O-palmitoyltransferase (CPT-2) mRNA	diapause	adult/imago	whole body	stable	0.9	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/19/2016 16:29:09	Culex pipiens pipiens---carnitine O-palmitoyltransferase (CPT-2) mRNA	diapause	adult/imago	whole body	stable	1.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
7/30/2015 17:54:29	Culex pipiens pipiens---clone CpiED-A01 putative diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:36:18	Culex pipiens pipiens---clone CpiED-A07 putative mitochondrial malate dehydrogenase mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:20:03	Culex pipiens pipiens---clone CpiED-A18 putative poly A binding protein mRNA	diapause	adult/imago	whole body	stable		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:24:02	Culex pipiens pipiens---clone CpiED-A24 selenoprotein mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:21:25	Culex pipiens pipiens---clone CpiED-A29 ribosomal protein L40 mRNA	diapause	adult/imago	whole body	stable		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:42:12	Culex pipiens pipiens---clone CpiED-A32 ribosomal protein L18 mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:01:56	Culex pipiens pipiens---clone CpiED-B03 putative transcription elongation factor B polypeptide 3 binding protein 1 mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:23:32	Culex pipiens pipiens---clone CpiED-B06 beta tubulin mRNA	diapause	adult/imago	whole body	stable		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
3/1/2016 12:30:52	Culex pipiens pipiens---clone CpiED-B06 beta tubulin mRNA	diapause	adult/imago	head	down		N Blot	doi: 10.1111/j.1365-2583.2009.00870.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2583.2009.00870.x/full		Iva	female	
3/1/2016 12:34:28	Culex pipiens pipiens---clone CpiED-B06 beta tubulin mRNA	diapause	adult/imago	thorax	down		N Blot	doi: 10.1111/j.1365-2583.2009.00870.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2583.2009.00870.x/full		Iva	female	
3/1/2016 12:36:07	Culex pipiens pipiens---clone CpiED-B06 beta tubulin mRNA	diapause	adult/imago	abdomen	stable		N Blot	doi: 10.1111/j.1365-2583.2009.00870.x	http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2583.2009.00870.x/full		Iva	female	
7/30/2015 17:55:18	Culex pipiens pipiens---clone CpiED-C09 putative diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 17:56:24	Culex pipiens pipiens---clone CpiED-D03 putative diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:44:38	Culex pipiens pipiens---clone CpiED-E08 ribosomal protein 27A mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:06:05	Culex pipiens pipiens---clone CpiED-M01 putative methoprene-tolerant protein mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:45:46	Culex pipiens pipiens---clone CpiLD-A01 large subunit ribosomal RNA, mitochondrial	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:25:18	Culex pipiens pipiens---clone CpiLD-A06 aldehyde oxidase-like mRNA sequence	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:22:39	Culex pipiens pipiens---clone CpiLD-A10 cecropin mRNA	diapause	adult/imago	whole body	stable		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:31:44	Culex pipiens pipiens---clone CpiLD-A11 small heat shock protein mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 15:58:30	Culex pipiens pipiens---clone CpiLD-A38 ribosomal protein S3A mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
12/10/2015 12:44:04	Culex pipiens pipiens---clone CpiLD-A38 ribosomal protein S3A mRNA	diapause	adult/imago	whole body	down		N Blot	doi: 10.1111/j.1365-2583.2009.00926.x.	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824042/	RNA interference directed against rpS3a in nondiapausing females arrested follicle development, mimicking the diapause state.	Iva	female	
7/30/2015 17:57:15	Culex pipiens pipiens---clone CpiLD-B02 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 17:58:40	Culex pipiens pipiens---clone CpiLD-B11 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:07:10	Culex pipiens pipiens---clone CpiLD-C04 ribosomal protein S24 mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 17:52:08	Culex pipiens pipiens---clone CpiLD-D02 putative reverse transcriptase mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 17:59:33	Culex pipiens pipiens---clone CpiLD-D06 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 17:53:34	Culex pipiens pipiens---clone CpiLD-D11 miniature inverted-repeat transposable element-like sequence	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 16:37:25	Culex pipiens pipiens---clone CpiLD-E09 putative methylmalonate-semialdehyde dehydrogenase mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:00:28	Culex pipiens pipiens---clone CpiLD-F01 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:01:28	Culex pipiens pipiens---clone CpiLD-F03 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:03:37	Culex pipiens pipiens---clone CpiLD-F07 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:05:19	Culex pipiens pipiens---clone CpiLD-G10 putative diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:06:07	Culex pipiens pipiens---clone CpiLD-H03 late diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:11:34	Culex pipiens pipiens---clone CpiLD-H05 putative diapause upregulated unknown mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 17:51:05	Culex pipiens pipiens---clone CpiLD-H09 28S large subunit ribosomal RNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
1/28/2016 11:55:05	Culex pipiens pipiens---clone CpiLD-H09 28S large subunit ribosomal RNA	diapause	adult/imago	whole body	stable	0.7	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/28/2016 11:55:58	Culex pipiens pipiens---clone CpiLD-H09 28S large subunit ribosomal RNA	diapause	adult/imago	whole body	stable	0.8	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/28/2016 11:57:50	Culex pipiens pipiens---clone CpiLD-H09 28S large subunit ribosomal RNA	diapause	adult/imago	whole body	stable	1.3	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
7/30/2015 16:04:36	Culex pipiens pipiens---clone CpiLD-L01 putative ribosomal protein S6 mRNA	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
7/30/2015 18:12:35	Culex pipiens pipiens---clone CpiLD-M43 putative diapause upregulated unknown mRNA sequence	diapause	adult/imago	whole body	up		SSH	doi: 10.1016/j.jinsphys.2006.08.008	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1894908/		Iva	female	
1/21/2016 12:48:51	Culex pipiens pipiens---crotonobetainyl-CoA dehydrogenase-like (ACD-3) mRNA	diapause	adult/imago	whole body	stable	1.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 12:49:28	Culex pipiens pipiens---crotonobetainyl-CoA dehydrogenase-like (ACD-3) mRNA	diapause	adult/imago	whole body	stable	0.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/21/2016 12:50:12	Culex pipiens pipiens---crotonobetainyl-CoA dehydrogenase-like (ACD-3) mRNA	diapause	adult/imago	whole body	stable	0.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/21/2016 15:38:49	Culex pipiens pipiens---cyclohex-1-ene-1-carboxyl-CoA hydratase (ECH-3) mRNA	diapause	adult/imago	whole body	down	9.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 15:39:43	Culex pipiens pipiens---cyclohex-1-ene-1-carboxyl-CoA hydratase (ECH-3) mRNA	diapause	adult/imago	whole body	stable	1.2	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/21/2016 15:40:31	Culex pipiens pipiens---cyclohex-1-ene-1-carboxyl-CoA hydratase (ECH-3) mRNA	diapause	adult/imago	whole body	stable	1.4	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/27/2016 18:34:07	Culex pipiens pipiens---delta (9)-desaturase (FAD-1) mRNA	diapause	adult/imago	whole body	up	8.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/27/2016 18:35:35	Culex pipiens pipiens---delta (9)-desaturase (FAD-1) mRNA	diapause	adult/imago	whole body	down	2.3	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/27/2016 18:36:12	Culex pipiens pipiens---delta (9)-desaturase (FAD-1) mRNA	diapause	adult/imago	whole body	down	2.5	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/27/2016 18:38:46	Culex pipiens pipiens---delta (9)-desaturase (FAD-2) mRNA	diapause	adult/imago	whole body	stable	0.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/27/2016 18:39:40	Culex pipiens pipiens---delta (9)-desaturase (FAD-2) mRNA	diapause	adult/imago	whole body	stable	1.8	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/27/2016 18:40:23	Culex pipiens pipiens---delta (9)-desaturase (FAD-2) mRNA	diapause	adult/imago	whole body	stable	1.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
1/21/2016 15:26:37	Culex pipiens pipiens---enoyl-CoA hydratase (ECH-1) mRNA	diapause	adult/imago	whole body	stable	0.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to early diapause females.	Iva	female	
1/21/2016 15:27:47	Culex pipiens pipiens---enoyl-CoA hydratase (ECH-1) mRNA	diapause	adult/imago	whole body	stable	1.1	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to late diapause females.	Iva	female	
1/21/2016 15:28:34	Culex pipiens pipiens---enoyl-CoA hydratase (ECH-1) mRNA	diapause	adult/imago	whole body	stable	1.6	QRT-PCR	doi: 10.1152/physiolgenomics.00095.2009	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2789672/	Expression in comparison to broken diapause females (diapause termination induced by 25°C, 75% RH and 15:9 L:D)	Iva	female	
